10,1486.01,1486.01,1035.9
20,1457.52,1472.49,1029.7
30,1457.52,1491.39,1023.54
40,1442.2,1442.2,1017.42
50,1428.63,1480.16,1011.33
60,1428.63,1560.56,1005.28
70,1428.63,1498.88,999.262
80,1428.63,1473.7,993.283
90,1428.63,1501.21,987.339
100,1395.21,1395.21,981.431
110,1383.41,1458.73,975.559
120,1383.41,1426.77,969.721
